,author
322,Richard Webster
323,Bernard King
324,Pat Hutchins
325,William Shakespeare
326,Melissa McClone
327,Cheryl St. John
328,Lewis Carroll
329,Mark Twain
330,Dog Mary Crow
331,Linda Gordon
332,Florence King
333,Alice Sebold
334,Spalding Gray
335,Thomas Harris
336,EDWARD RUTHERFURD
337,Margaret Atwood
338,Dorothy Allison
339,MAYA ANGELOU
340,Edith Wharton
341,Mary Brave Bird
342,John G. Neihardt
343,Roland Warren
344,Johnny Molloy
345,James McCourt
346,Elizabeth Wurtzel
347,Bill Bradley
348,Don Miguel Ruiz
349,Luis Racionero
351,Thomas Hauser
354,Elena Castedo
356,Antoni Serra
357,M. Carme Junyent
360,Ferran Torrent
361,Joan Agut
362,Carmen Rico-Godoy
364,Paul Lester
365,Leo Tolstoy
366,Simon Nye
367,Robert A Johnson
368,Horacio Vazquez-Rial
369,Marc Gascoigne
370,Stephanie Maze
371,Sandra Dallas
372,Anne McCaffrey
373,David Gemmell
374,Laura Zigman
375,Margaret Truman
376,Nic Kynaston
377,Paula Danziger
378,Richard A. Lupoff
379,Carrie Bebris
380,Ellen Carol Dubois
381,Candice F. Ransom
382,Sam Bobrick
383,Donna K Grosvenor
384,NATHANIEL HAWTHORNE
385,Valerie Block
386,Luanne Rice
387,Ellen Gilchrist
388,JOHN IRVING
389,TIM GAUTREAUX
390,Richard Russo
391,Jostein Gaarder
392,ANNA QUINDLEN
393,Diane Johnson
394,DEAN KOONTZ
395,Wally Lamb
396,Adeline Yen Mah
397,Barbara Ehrenreich
398,DOROTHY DUNNETT
399,JOHN LE CARRE
400,A. C. Gordon
401,Emily Dickinson
402,Hazel Harrison
403,Joseph Girzone
404,JOSEPH GIRZONE
405,Lorraine Anderson
406,AD HUDLER
407,Josephine Carlton
408,Ted L. Nancy
409,Francis Wheen
410,Joyce Reardon
411,Sidney Sheldon
412,Christopher Moore
413,Robert Lacey
414,Tim Dorsey
415,JODI COMPTON
416,Elmore Leonard
417,Lynn Coady
418,John Lawton
419,Eileen Yin-Fei Lo
420,Tilden H. Edwards
421,Vikram Seth
422,Elizabeth Gaskell
423,Anita Diamant
424,Lauren Haney
425,Gerald Stern
426,Patricia Daniels Cornwell
427,Martha Grimes
428,Henry James
429,Sarah Orne Jewett
430,William Carlos Williams
431,Anthony Trollope
432,Harry Kemelman
433,Mil Millington
434,Suzanne G. Farnham
435,Czeslaw Milosz
436,Margaret Guenther
437,Roberto Juarroz
438,Akiba Rubinstein
439,Emma McLaughlin
440,P Coelho
441,Elena Ferrante
442,Paul Jennings
443,"Mark E., Jr. Neely"
444,Stephen J. Weininger
445,Larry Katzenstein
446,David Steinman
447,Alfie Kohn
448,Paula Polk Lillard
449,David Lewis
450,Billie Livingston
451,Adele Lang
452,Jen Banbury
453,Catherine Coulter
454,Dominick Dunne
455,Clive Cussler
456,John Pascal
457,Carl Hiaasen
458,Jonathan Safran Foer
459,Francesca Marciano
460,JULIA GLASS
461,Tawni O'Dell
462,Jennifer Weiner
463,Danielle Steel
464,Leon Hale
465,Russell Banks
466,Samuel Taylor Coleridge
467,Bradley Warshauer
468,Bobbie Ann Mason
469,Karen Robards
470,Emma Lathen
471,Faye Kellerman
472,Jacquelyn Mitchard
473,JANE SMILEY
474,DIANE MOTT DAVIDSON
475,Candace Bushnell
476,KRISTIN HANNAH
477,Michael Marshall
478,Allen Widome
479,Wilbur Smith
480,Mike Thaler
481,Michael Slade
482,John Sandford
483,TAMI HOAG
484,Ted Dekker
485,Angela Elwell Hunt
486,C. S. Lewis
487,William Eisner
488,Robin Cook
489,E. LYNN HARRIS
490,Linda Goodman
491,ANNE RICE
492,Anne Rice
493,Judith Rossner
494,Marilyn French
495,Wayne W. Dyer
496,Armistead Maupin
497,Julie Morgenstern
498,Peter Straub
499,Jack
500,Barbara Taylor Bradford
501,Lisa Jackson
502,SHARYN MCCRUMB
503,Cokie Roberts
504,Shana Corey
505,Jesse S. Ostrow
506,Justine Korman
507,PATRICIA REILLY GIFF
508,Beverly Cleary
509,K. A. Applegate
510,Jane Yolen
511,Dinah L. Moche
512,Marvin Miller
513,Craig Boldman
514,H. G. Wells
515,Bobbie Kalman
516,Mercedes Lackey
517,Dorothy Gilman
518,Moveon
519,Christopher Finch
520,CHARLES FRAZIER
521,Julia Spencer-Fleming
522,Fannie Flagg
523,Laura Ingall Wilder
524,LISA GARDNER
525,Gertrude Chandler Warner
526,Lynn S. Hightower
527,Sharyn McCrumb
528,Eric Schlosser
529,Suzanne Brockmann
530,Gail Carson Levine
531,FRANCES KUFFEL
532,Susan Conant
533,DAVID SCHICKLER
534,Judith McNaught
535,Janet Evanovich
536,Sylvia Plath
537,Ilona Koidahl
538,Fern Michaels
539,Betsy Byars
540,Bruce Sterling
541,Sarah Ban Breathnach
542,Alice Hoffman
543,Lisa Scottoline
544,Spencer Johnson
545,Ian McEwan
546,David Feldman
547,Richard Bausch
548,Katie Fforde
549,James Burke
550,Bliss Broyard
551,Sara Paretsky
552,Charles Webb
553,Elizabeth Benedict
554,Stanley Morison
555,Henry Miller
556,David Whyte
557,Warren  Bennis
558,Martha Beck
559,Desmond Mpilo Tutu
560,Kris Shepard
561,Jack Kerouac
562,Martin Buber
564,Gianfranco Bettin
565,Paul Monette
566,Ernest Hemingway
567,Melody Carlson
568,Alisa Kwitney
569,Billie Letts
570,Melissa Bank
571,Rena Kornreich Gelissen
572,Moon Unit Zappa
573,Ted Mooney
574,Susan Wiggs
575,Gwyn Hyman Rubio
576,Elisabeth Robinson
577,Audrey Niffenegger
578,Tim Farrington
579,Chaim Potok
580,Scott Spencer
581,V. S. Naipaul
582,V.S. Naipaul
583,Jean Giono
584,Alain-Fournier
585,Erich Maria Remarque
586,Lewis
587,Rene Barjavel
589,C. Baudelaire
590,Raymond Radiguet
591,Emile Zola
592,Pergaud
593,Collectif
594,Sten Nadolny
595,Cheryl Benard
596,Christa Wichterich
597,John. Blofeld
598,Christine Obbo
599,Peter B Heim
600,Hera Lind
601,Jane Hamilton
602,Jack Higgins
603,Max Allan Collins
604,David Guterson
605,Bernhard Schlink
606,Eric Jerome Dickey
607,Patricia Gaffney
608,Richard Paul Evans
609,Marc Levy
610,Laney Katz Becker
611,VLADIMIR NABOKOV
612,Jennifer Lauck
613,Joe Keenan
614,Jeanne Ray
615,Tony Parsons
616,Jane McCafferty
617,Laura Esquivel
618,J.R.R. TOLKIEN
619,Venise T. Berry
620,Jan Karon
621,Cormac McCarthy
622,Travis Thrasher
623,John McEnroe
624,Sally Mandel
625,Linda Lay Shuler
626,Janet Dailey
627,Claude Lanzmann
628,Lemony Snicket
629,Matthew Thomas
630,Boris Vian
632,Hubert Selby
633,Jacob Weisberg
634,David Lodge
635,Judy Hamilton
636,Philip Ardagh
637,Iain Banks
638,David Crombie
639,John Steinbeck
640,Michael O'Mara
641,Richard Brassey
642,Jean Van Hamme
643,R. W. Holder
644,Valerie Ferguson
645,Bernard Werber
646,Andy Sloss
647,ALLAN ZOLA KRONZEK
648,Charles L. Squire
649,Gordon Jarvie
650,Alan Spence
651,Helene Siegel
652,E.H. Shepard
653,Alan Alexander Milne
654,Eric Thompson
655,Elizabeth Strout
656,David Sedaris
657,Leslie Feinberg
658,Chris Anne Wolfe
659,Lauren Sanders
660,Gael Baudino
661,Lauren Maddison
662,Carol Anshaw
663,Jean Stewart
664,Emma Donoghue
665,Deborah McDowell
666,Karen X. Tulchinsky
667,Jill Thompson
668,Jody Seay
669,Manda Scott
670,Jeff Foxworthy
671,Terry Brooks
672,A.C. Crispin
673,A. C. Crispin
674,Madelyn Arnold
675,Tamora Pierce
676,Carolyn Chute
677,Sara Orwig
678,Melisa Michaels
679,Isobel Bird
680,Frederik Pohl
681,VONDA MCINTYRE
682,John Varley
683,Nancy Garden
684,Nicola Griffith
685,Julie Campbell
686,LEE SMITH
687,JACQUELINE WOODSON
688,Jacqueline Woodson
689,Pat Head Summitt
690,Richard Belzer
691,Nick Hornby
692,Andrew L. Johnson
693,Marian Babson
694,W. Michael Gear
695,Paul Phifer
696,Peter Hoeg
697,Erma Bombeck
698,Roberto Vecchioni
699,John Mortimer
700,E. L. Doctorow
701,Simon Schama
702,Frank Waters
703,Karen Hesse
704,Kenneth Oppel
705,Carol Ryrie Brink
706,Shelly R. Roberts
707,Diane Duane
708,Carolee Brockmann
709,Rachel Roberts
710,Lensey Namioka
711,Jackie Eileen Behrend
712,Andrew Clements
713,LOIS LOWRY
714,Paul Hattaway
715,Alain Stella
716,Milena Moser
717,Patricia Highsmith
718,Stephen Donaldson
719,STEPHEN R. DONALDSON
720,Ellen Rimbauer
721,Todd Herzog
722,John Borneman
723,ROBERT S. MCELVAINE
724,Bram Stoker
725,Michael A. Stackpole
726,Langston Hughes
727,Carol Matthews
728,Carole Matthews
729,Jacqueline L. Tobin
730,Marion Zimmer Bradley
731,Andrei Codrescu
732,Carolyne Aarsen
733,Louis L'Amour
734,Jack Chapman
735,Anthony J Alessandra
736,Charles R. Swindoll
737,Orson Scott Card
738,V. A Howard
739,Walter P. Wilson
740,Bruce Fries
741,"Rush H., III Limbaugh"
742,Anne Dingus
743,Kate Chopin
744,Kirk Kazanjian
745,Donald Merriam Allen
746,William Maples
747,Carl Hausman
748,Richard Peck
749,Michael Connelly
750,John T. Lescroart
751,John Jakes
752,Alice McDermott
753,Hilary Bailey
754,Howard Fast
755,Jessica Fletcher
756,RICHARD NORTH PATTERSON
757,Eileen Goudge
758,DANIELLE STEEL
759,Arnette Lamb
760,WALTER CRONKITE
761,Tom Mula
762,Lois Faye Dyer
763,Sharon Lamb
764,Sir Arthur Conan Doyle
765,AGATHA CHRISTIE
766,Mark Cohen
767,Sherry Shahan
768,Helen Myers
769,Della Rowland
770,Irving. Adler
771,Elizabeth Peters
772,Shirlee Busbee
773,EMILY BRONTE
774,Frank E. Peretti
775,John A. Keel
776,Stefanie Scott
777,Rebecca Winters
778,Meg Cabot
779,Tanith Lee
780,Cathy Gillen Thacker
781,Richard Burton
782,Jeffrey Eugenides
783,Beverly Hastings
784,Cyrano de Bergerac
785,James C. Robertson
786,Teresa Southwick
787,Judith Guest
788,Sandra Field
789,Helen Brooks
790,Blanche Fisher Wright
791,George Gately
792,James Lee Burke
793,Michael Chabon
794,Barbara Michaels
795,Norton Juster
796,Michael Blake
797,John Bellairs
798,CARL HIAASEN
799,Carole Nelson Douglas
800,WILLIAM GOLDMAN
801,Marc Reisner
802,Mark Bowden
803,Jonathan Pearce
804,Emily Bronte
805,Alain de Botton
806,Chuck Palahniuk
807,Annie Proulx
808,Adam Davies
809,Harry M. Walker
810,Nicholas Evans
811,L.M. MONTGOMERY
812,Vinke
813,DAVID MITCHELL
814,Charles Bukowski
815,Haruki Murakami
816,Frances Hodgson  Burnett
817,Patricia C. Wrede
818,Jack London
819,Bruce Wilkinson
820,Malcolm Goodway
821,Ann-Marie MacDonald
822,Iris Johansen
823,FERN MICHAELS
824,Linda Howard
825,Sue Miller
826,Sheri S. Tepper
827,DR SEUSS
828,Tobias Wolff
829,Isaac Bashevis Singer
830,Gary Zukav
831,Alfred H. Kelly
832,Plato
833,B Kliban
834,JUDY BLUNT
835,William Trevor
836,Alice Walker
837,Stephen Gazi
838,Wallace Stegner
839,Don DeLillo
840,Ralph Ellison
841,Shel Silverstein
842,Jhumpa Lahiri
843,Liz Trigg
844,Charles Sullivan
845,TOM ROBBINS
846,Ursula Hegi
847,Samuel Richardson
848,Valerie Martin
849,Gill Farrer-Halls
850,John Mordock
851,Susan Bowes
852,DIANA GABALDON
853,Zadie Smith
854,NATALIE GOLDBERG
855,Sue Grafton
856,William J. Kennedy
857,Bob Shacochis
858,Randy Alcorn
859,Nancy Cobb
860,Margriet de Moor
861,Dale Carnegie
862,Clifford Stoll
863,SANDRA CISNEROS
864,Gary Paulsen
865,Marguerite Henry
866,Sherry Garland
867,Kimberly Kirberger
868,Ariella Papa
869,Michael J. Rosen
870,Dawn Chipman
871,Shannon Olson
872,Phyllis Reynolds Naylor
873,Karen Stolz
874,CLARE NAYLOR
875,Stephen Chbosky
876,Antonio Albanese
877,Margaret Weis
878,Ivan Doig
879,Sylvia Nasar
880,Ha Jin
881,Elizabeth Laird
882,Harlan Ellison
883,David M. Gitlitz
884,Wolfgang Hohlbein
885,Christoph Hein
886,Gaby Hauptmann
887,Carolyn See
888,Christa Wolf
889,Thomas Brussig
890,Piers Vitebsky
891,Christopher Weidner
892,H. P. Lovecraft
893,Pamela Grim
894,Arthur C. Clarke
895,Jay Bennett
896,John Applegate
897,J. Michael Straczynski
898,John Myers Myers
899,Reay Tannahill
900,Jack Whyte
901,Stephen R. Donaldson
902,Stephen R Donaldson
903,Peter Matthiessen
904,Paul Kent
905,Robin McKinley
906,Hank Whittemore
907,Ellyn Satter
908,Bill Brittain
909,August Wilson
910,Marilynn Robinson
911,Sigrid Nunez
912,Amanda Scott
913,John Fowles
914,Christopher Catling
915,A'Lelia Bundles
916,Dorothy L. Sayers
917,Jude Deveraux
918,Anne Morrow Lindbergh
919,LAURIE R. KING
920,Jeanne Duprau
921,Louise Erdrich
922,Melinda Haynes
923,Belle Yang
924,Carol Shields
925,Vladimir Vladimirovich Nabokov
926,Tim Powers
927,Jean Lorrah
928,Oscar Wilde
929,John Beer
930,Paulo Coelho
931,Barbara Erskine
932,Annegrit Arens
933,Hans Joachim Alpers
934,Hermann Hesse
935,Claudia von Zglinicki
936,Linda Lael Miller
937,Jane Feather
938,LOUIS L'AMOUR
939,William Forstchen
940,Spider Robinson
941,Dennis L. McKiernan
942,Mallory Rush
943,Lionel Fenn
944,Carole Halston
945,Christine Rimmer
946,BJ James
947,Truman Capote
948,Darrell Scott
949,Johann Wolfgang Von Goethe
950,Thomas Elsaesser
951,Adrian Plass
952,Frank Mccourt
953,Stephen Quirke
954,James Herbert
955,William Sutcliffe
956,Janosch
957,Jean de Brunhoff
958,Philippe Fix
959,Claudia Keller
960,F. Paul Wilson
961,Arnold A. Lazarus
962,Clarissa Pinkola Estes
963,Virginia Allen Jensen
964,CHUCK PALAHNIUK
965,John Paul Allen
966,Tournier
967,G. B. Trudeau
968,Gary Larson
969,Garrison Keillor
970,Berke Breathed
971,Barbara Ann Kipfer
972,STEPHEN FRIED
973,George Stephanopoulos
974,Rita Mae Brown
975,Cornelia Funke
976,Stan Lee
977,Camille Paglia
978,James Kahn
979,James McBride
980,Louis Sachar
981,Eric Van Lustbader
982,Robert Asprin
983,ANNE FRANK
984,Georg Feverstein
985,Nomi Eve
986,Bruce Catton
987,William Gibson
988,Clement Eaton
989,Sophie Kinsella
990,Judy Collins
991,Oliver W. Sacks
992,Annette Broadrick
993,Rachel Cohn
994,Carolyn Keene
995,Rachel Naomi Remen M.D.
996,Jayne Ann Krentz
997,Joan Smith
998,Kaye Gibbons
999,Bryn Chandler
1000,Tod Brewster
1001,Eliza Osborne
1002,Howard Norman
1003,John Griesemer
1004,Marly A. Swick
1005,John L'Heureux
1006,Molly Ivins
1007,Forrest Carter
1008,Umberto Eco
1009,Greg Bear
1010,Kathy Reichs
1011,Jeffery Deaver
1012,Martin Cruz Smith
1013,V.C. Andrews
1014,Stephen Hill
1015,Ernst W. Heine
1016,Donna Fletcher
1017,Jeanne Larsen
1018,Bari Wood
1019,James Gould Cozzens
1020,Reidar Jonsson
1021,June Vendall Clark
1022,Robert Reilly
1023,Kem Nunn
1024,Larry King
1025,Ernest J. Gaines
1026,Anne Lamott
1027,Bret Lott
1028,Zora Neale Hurston
1029,Jude Fisher
1030,Salman Rushdie
1031,G. P. Taylor
1032,Bill Bryson
1033,ANNE MCCAFFREY
1034,Philip Pullman
1035,Judy Astley
1036,Roger E. Allen
1037,Margaret Tempest
1038,James Barclay
1039,Kahlil Gibran
1040,Libby Purves
1041,JANE KIRKPATRICK
1042,TESS GERRITSEN
1043,Olive Ann Burns
1044,Michael Ende
1045,Corrie Ten Boom
1046,Bodie Thoene
1047,Marlo Schalesky
1048,MARK SALZMAN
1049,Alexander McCall Smith
1050,Michael Paterniti
1051,Dorothy Reynolds Miller
1052,Steve Martin
1053,Banana Yoshimoto
1054,Ann Rae Jonas
1055,Readers Digest
1056,Joseph Campbell
1057,Dyanne Gibson
1058,Isaac Asimov
1059,Bruce Coville
1060,TERRY BROOKS
1061,Edwidge Danticat
1062,Joe R. Lansdale
1063,ARTURO PEREZ-REVERTE
1064,Sheila O'Connor
1065,ERIK LARSON
1066,Saul Bellow
1067,Dan Millman
1068,Ned Vizzini
1069,Laurie Halse Anderson
1070,Chris Wooding
1071,Mary McGarry Morris
1072,Brian O'Leary
1073,F. David Peat
1074,L. Ron Hubbard
1075,Stephen Coonts
1076,JOHN WHITMAN
1077,Peter Kummer
1078,Sven Regener
1079,Wendy Leigh
1080,Dorothy Sterling
1081,Frances Hodgson Burnett
1082,B. K. S. Iyengar
1083,Kate Atkinson
1084,Susan M. McIntosh
1085,Paul Gross
1086,Diane Muldrow
1087,Robert Bloch
1088,Mollie Molay
1089,Grace Colling
1090,Judy Blume
1091,Jonathan Rabb
1092,Patrick Robinson
1093,ROBERT T. BAKKER
1094,Fred Saberhagen
1095,Richard Moran
1096,Michael Dimercurio
1097,Wilkie Collins
1098,Raymond Cloutier
1099,Randall Wallace
1100,Rhoda Huffey
1101,CALVIN TRILLIN
1102,Rachel Simon
1103,Nick Earls
1104,Carol Emshwiller
1105,Tom Robbins
1106,Edith Konecky
1107,JONATHAN HARR
1108,Kristin Hannah
1109,Ayn Rand
1110,MARGARET ATWOOD
1111,ALEXANDRE DUMAS
1112,Dorothy Garlock
1113,Whitney Otto
1114,Michael Cunningham
1115,Diane Ackerman
1116,Susan Isaacs
1117,Douglas Preston
1118,Kim Stanley Robinson
1119,William Safire
1120,Leslie Glass
1121,F.Scott Fitzgerald
1122,Cathy Cash Spellman
1123,Grace Slick
1124,Jerry Bledsoe
1125,Jane Sigaloff
1126,Marian Keyes
1127,Stephen Fried
1128,Melissa Rossi
1129,Jackie Collins
1130,Drew Barrymore
1131,Carrie Alexander
1132,Lori Handeland
1133,Debra Salonen
1134,Deborah Laake
1135,Margaret Way
1136,Marisa Carroll
1137,Eduardo Duran
1138,Dave Eggers
1139,Hernando De Soto
1140,Julie Miller
1141,Jasper Fforde
1142,Wendy Holden
1143,Sebastian Faulks
1144,SUE MARGOLIS
1145,Dora Levy Mossanen
1146,Sheri Holman
1147,Jacqueline Susann
1148,Stephanie Laurens
1149,Jane Mendelsohn
1150,Madge Swindells
1151,Richard George Adams
1152,John Colapinto
1153,Ildiko Kurthy
1154,John McPhee
1155,Kurt Vonnegut
1156,Veronique Vienne
1157,SANDOR MARAI
1158,Mark A. S. McMenamin
1159,Nancy K Robinson
1160,Jillian Lund
1161,Ann Rinaldi
1162,Scott O'Dell
1163,THOMAS ROCKWELL
1164,Louise Plummer
1165,Dave Duncan
1166,Richard Awlinson
1167,Scott Ciencin
1168,Patricia Kennealy-Morrison
1169,Julie E. Czerneda
1170,Eva Heller
1171,Jan McDaniel
1172,Genell Dellin
1173,Betty Neels
1174,Barbara Dolan
1175,Viveca Carlysle
1176,Judy Jackson
1177,Lewis Orde
1178,Beatrice Sparks
1179,Peter Mayle
1180,Philip Kindred Dick
1181,Douglas Kennedy
1182,Philip K. Dick
1183,Dick
1184,Aldous Huxley
1185,Edgar Allan Poe
1186,Mark Z. Danielewski
1187,Laurent Vicomte
1188,Jean Bonnefoy
1189,Philip K. (Philip Kindred) Dick
1190,Albert Camus
1191,Stan Berenstain
1192,A. J. Wood
1193,Sunny Griffin
1194,Disney Enterprises Inc
1195,Maida Silverman
1196,Jean Giraudoux
1197,Nicholas Ross
1198,Lynne Reid Banks
1199,Carolyn Wheat
1200,DAN SIMMONS
1201,Ros Stanley
1202,R. L. Stine
1203,Steve Barlow
1204,Katherine Applegate
1205,Anonimo
1206,Matthew F Christopher
1207,Marilyn Penovich Friend
1208,Brian Herbert
1209,C. A. Stephens
1210,Mary Evans O'Keefe Gravalos
1211,Randall Rothenberg
1212,Enos A. Mills
1213,JOHN FITZGERALD
1214,Sebastiano Vassalli
1215,Patrick McGrath
1216,William Kotzwinkle
1217,Vincent Bugliosi
1218,Mark Richard
1219,Ben Elton
1220,Ltd Editorial Staff Publication International
1221,MARY DORIA RUSSELL
1222,MacDonald Harris
1223,Lawrence Goldstone
1224,Leslie Land
1225,Rikki Ducornet
1226,VICTOR HUGO
1227,Jennifer Egan
1228,Dodie Smith
1229,Doug  Lowe
1230,Arlene Eisenberg
1231,JANE GREEN
1232,Gary Ezzo
1233,Dennis Rainey
1234,David Gardner
1235,Joan D. Vinge
1236,R. A. MacAvoy
1237,Brooke Stevens
1238,Ann B. Ross
1239,Adriana Trigiani
1240,BEBE MOORE CAMPBELL
